gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,green,brown,very_light,wide,medium,square,receding,medium,medium,narrow,wide,medium,wide,normal,large,hooded,thick,high,full,medium,deep,straight,medium,rounded,none,burns_easily,medium,attached,0.8478623941214846,SYNTH_002654
female,blue,brown,light,medium,short,square,medium,low,medium,narrow,narrow,medium,wide,close,large,almond,medium,high,full,narrow,deep,curly,fine,widow_peak,none,tans_gradually,medium,attached,0.8464455179973485,SYNTH_002655
male,brown,brown,light,wide,medium,square,medium,medium,large,wide,medium,high,wide,normal,large,round,thick,flat,very_full,wide,deep,curly,fine,rounded,none,burns_easily,small,free,0.8193294106088388,SYNTH_002656
female,blue,brown,very_light,narrow,long,square,receding,medium,large,narrow,medium,flat,wide,wide,large,round,thick,slight,full,narrow,medium,straight,fine,rounded,extensive,never_burns,small,attached,0.8054348968067692,SYNTH_002657
male,blue,blonde,very_light,medium,medium,square,medium,medium,large,medium,medium,high,wide,normal,large,almond,thick,high,very_full,medium,deep,wavy,medium,rounded,some,never_burns,medium,attached,0.8253456220977483,SYNTH_002658
male,brown,brown,very_light,wide,medium,oval,prominent,medium,large,wide,wide,medium,medium,normal,large,round,thick,slight,very_full,narrow,deep,straight,thick,straight,some,tans_gradually,large,attached,0.8397595844039824,SYNTH_002659
male,green,black,very_light,wide,medium,oval,medium,medium,large,medium,narrow,high,narrow,close,medium,almond,thin,slight,very_full,medium,medium,straight,medium,straight,none,never_burns,large,attached,0.8231172534821001,SYNTH_002660
female,blue,blonde,very_light,narrow,short,oval,prominent,high,large,wide,wide,high,medium,wide,large,hooded,medium,flat,full,medium,medium,wavy,thick,widow_peak,extensive,burns_easily,large,attached,0.8323213722880923,SYNTH_002661
male,green,brown,light,narrow,medium,narrow,prominent,medium,small,wide,medium,medium,medium,wide,small,round,medium,flat,full,medium,deep,straight,thick,widow_peak,some,burns_easily,medium,free,0.8267792823197729,SYNTH_002662
female,blue,brown,very_light,wide,short,square,medium,medium,medium,medium,wide,medium,medium,wide,medium,almond,medium,slight,thin,wide,deep,wavy,fine,widow_peak,extensive,tans_gradually,medium,attached,0.8485978392917872,SYNTH_002663
female,blue,brown,very_light,narrow,medium,square,medium,low,medium,narrow,wide,high,wide,close,large,round,medium,flat,full,medium,deep,wavy,medium,rounded,some,tans_gradually,medium,free,0.8715462133494921,SYNTH_002664
female,brown,brown,very_light,narrow,medium,square,receding,high,medium,medium,wide,high,medium,normal,large,round,thick,high,thin,medium,shallow,wavy,fine,rounded,extensive,burns_easily,small,attached,0.8486154477156572,SYNTH_002665
female,blue,brown,very_light,wide,medium,oval,medium,medium,large,medium,medium,medium,medium,close,large,round,medium,slight,thin,wide,deep,wavy,medium,widow_peak,extensive,tans_gradually,large,attached,0.88283407089644,SYNTH_002666
female,green,brown,very_light,wide,long,oval,prominent,medium,medium,medium,wide,medium,medium,normal,large,almond,medium,flat,full,medium,medium,wavy,medium,rounded,some,never_burns,large,attached,0.8412245074453876,SYNTH_002667
male,green,brown,very_light,narrow,long,square,medium,medium,large,wide,wide,medium,medium,close,medium,round,thin,slight,very_full,wide,deep,wavy,medium,widow_peak,extensive,burns_easily,large,attached,0.8262342379808175,SYNTH_002668
male,green,blonde,very_light,medium,long,oval,receding,low,large,medium,medium,medium,wide,wide,medium,round,medium,flat,thin,medium,shallow,wavy,fine,widow_peak,none,burns_easily,medium,free,0.8153797433102253,SYNTH_002669
male,brown,black,very_light,wide,medium,square,prominent,low,large,wide,medium,medium,wide,close,medium,almond,thin,flat,full,narrow,medium,curly,medium,rounded,none,tans_gradually,medium,attached,0.7900451343444072,SYNTH_002670
female,blue,brown,very_light,wide,medium,oval,prominent,medium,medium,wide,medium,medium,medium,close,small,almond,thick,slight,full,wide,deep,straight,medium,rounded,some,tans_gradually,large,free,0.8148128498861891,SYNTH_002671
male,green,brown,very_light,wide,long,oval,receding,high,medium,wide,medium,high,wide,normal,medium,round,medium,slight,very_full,narrow,shallow,wavy,thick,rounded,none,tans_gradually,small,free,0.8409557566527862,SYNTH_002672
male,green,brown,very_light,medium,medium,square,medium,medium,large,medium,medium,high,wide,normal,medium,round,thick,high,full,medium,deep,straight,thick,widow_peak,none,tans_gradually,large,attached,0.8521855289758655,SYNTH_002673
male,blue,brown,very_light,medium,long,square,medium,high,medium,medium,medium,medium,medium,close,medium,round,thick,flat,full,wide,deep,wavy,thick,rounded,some,tans_gradually,small,attached,0.8487959073808945,SYNTH_002674
female,blue,brown,very_light,medium,medium,square,prominent,high,medium,medium,wide,high,medium,wide,large,round,thick,high,very_full,medium,deep,curly,medium,widow_peak,some,burns_easily,large,attached,0.817166509210143,SYNTH_002675
female,green,brown,light,medium,short,square,receding,medium,large,wide,narrow,medium,medium,normal,large,almond,medium,high,full,medium,deep,curly,medium,straight,none,tans_gradually,medium,attached,0.846490404428282,SYNTH_002676
female,blue,brown,light,narrow,medium,oval,medium,medium,medium,medium,medium,high,medium,wide,large,round,thin,high,thin,medium,medium,straight,medium,rounded,some,burns_easily,medium,attached,0.851927569670698,SYNTH_002677
male,blue,brown,light,narrow,short,oval,prominent,high,medium,medium,narrow,high,medium,wide,medium,round,thick,slight,full,medium,deep,wavy,thick,rounded,some,never_burns,medium,attached,0.8632387245169201,SYNTH_002678
female,green,blonde,very_light,narrow,long,square,prominent,high,medium,medium,wide,medium,medium,close,large,almond,medium,slight,very_full,wide,medium,curly,medium,straight,none,never_burns,medium,attached,0.8176776426252577,SYNTH_002679
female,green,brown,light,medium,long,oval,prominent,medium,large,medium,wide,medium,wide,close,medium,round,medium,flat,very_full,medium,deep,curly,thick,straight,extensive,never_burns,large,attached,0.8561554651163921,SYNTH_002680
female,green,brown,light,medium,medium,oval,prominent,low,small,medium,wide,medium,medium,wide,medium,almond,medium,flat,full,medium,deep,straight,thick,rounded,some,tans_gradually,medium,attached,0.8494644220701167,SYNTH_002681
female,brown,brown,very_light,medium,long,square,prominent,low,large,medium,wide,high,medium,wide,large,round,medium,high,full,narrow,medium,straight,medium,widow_peak,none,tans_gradually,medium,free,0.8312331942678302,SYNTH_002682
female,blue,black,very_light,medium,medium,square,receding,low,medium,medium,medium,medium,medium,wide,medium,round,thick,flat,thin,wide,medium,straight,thick,rounded,some,never_burns,small,free,0.8055742968290732,SYNTH_002683
female,green,auburn,light,medium,medium,square,receding,medium,large,medium,wide,medium,medium,normal,medium,round,thin,high,very_full,wide,medium,curly,thick,widow_peak,some,burns_easily,large,attached,0.8330523927775253,SYNTH_002684
male,green,brown,very_light,narrow,short,square,medium,low,large,medium,medium,high,medium,normal,large,almond,thick,high,full,narrow,deep,curly,fine,straight,extensive,burns_easily,small,attached,0.8579719546377996,SYNTH_002685
female,blue,brown,light,wide,medium,square,medium,high,large,narrow,medium,medium,wide,close,small,hooded,thin,high,full,wide,deep,curly,medium,straight,none,burns_easily,small,attached,0.8334865834003022,SYNTH_002686
female,green,brown,very_light,wide,medium,square,prominent,medium,medium,medium,medium,medium,narrow,normal,large,round,thick,flat,full,medium,deep,straight,medium,straight,extensive,burns_easily,medium,free,0.8498920584462307,SYNTH_002687
male,green,brown,light,medium,long,square,medium,high,large,wide,narrow,flat,wide,normal,large,round,medium,slight,full,medium,medium,straight,medium,rounded,none,never_burns,medium,attached,0.8733602948813105,SYNTH_002688
female,blue,brown,very_light,wide,medium,oval,prominent,medium,large,medium,wide,high,medium,normal,large,round,medium,slight,full,medium,deep,wavy,medium,widow_peak,none,never_burns,small,attached,0.8840766386741982,SYNTH_002689
male,brown,auburn,very_light,medium,short,square,medium,medium,medium,medium,medium,medium,medium,wide,medium,hooded,medium,flat,thin,narrow,deep,wavy,medium,rounded,some,burns_easily,large,attached,0.7976387671383359,SYNTH_002690
male,green,brown,light,narrow,long,square,receding,medium,medium,medium,medium,high,wide,wide,small,round,thick,slight,full,narrow,medium,wavy,thick,straight,extensive,never_burns,medium,attached,0.8019719067790065,SYNTH_002691
male,green,brown,light,narrow,short,square,prominent,medium,medium,medium,medium,high,narrow,normal,medium,round,thin,slight,full,wide,deep,wavy,medium,rounded,some,never_burns,large,attached,0.8965604468254538,SYNTH_002692
male,green,black,very_light,narrow,medium,oval,receding,high,large,medium,wide,medium,wide,normal,medium,almond,medium,high,very_full,wide,deep,wavy,medium,rounded,extensive,never_burns,medium,attached,0.8171361835912557,SYNTH_002693
male,green,brown,very_light,medium,medium,square,prominent,medium,large,medium,wide,medium,wide,close,medium,hooded,thin,flat,very_full,medium,medium,wavy,thick,rounded,some,never_burns,small,attached,0.8405123445244239,SYNTH_002694
male,blue,brown,very_light,narrow,long,square,prominent,medium,large,narrow,wide,high,narrow,close,large,almond,medium,slight,full,medium,deep,wavy,medium,rounded,extensive,tans_gradually,small,free,0.8321811144194973,SYNTH_002695
male,blue,brown,light,medium,short,square,prominent,medium,medium,wide,medium,high,medium,normal,medium,almond,thick,flat,very_full,medium,medium,wavy,fine,rounded,some,burns_easily,small,free,0.8480433695890371,SYNTH_002696
male,blue,brown,light,medium,long,oval,prominent,low,large,narrow,medium,high,wide,normal,large,almond,thick,slight,very_full,medium,deep,curly,thick,rounded,extensive,tans_gradually,large,free,0.8448923647124067,SYNTH_002697
male,green,brown,light,wide,short,oval,medium,high,large,medium,medium,medium,narrow,normal,medium,hooded,thick,high,thin,wide,deep,straight,medium,rounded,some,tans_gradually,small,free,0.8690000311533652,SYNTH_002698
female,green,brown,very_light,wide,short,square,prominent,medium,medium,narrow,narrow,medium,narrow,normal,large,round,thick,high,full,medium,deep,straight,medium,widow_peak,some,never_burns,large,attached,0.8297125112175033,SYNTH_002699
female,green,brown,very_light,medium,medium,oval,medium,high,large,medium,wide,medium,medium,normal,small,round,medium,high,very_full,medium,deep,wavy,medium,rounded,none,never_burns,small,attached,0.8596038642322386,SYNTH_002700
male,green,brown,light,narrow,medium,square,medium,medium,small,wide,medium,medium,narrow,wide,small,almond,thick,high,thin,narrow,deep,straight,medium,straight,some,tans_gradually,small,attached,0.8176818224026409,SYNTH_002701
female,blue,brown,very_light,medium,medium,square,receding,high,large,wide,wide,medium,narrow,wide,large,round,thick,flat,full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,small,free,0.8515325499240205,SYNTH_002702
female,green,brown,very_light,medium,short,square,medium,medium,large,wide,narrow,flat,medium,wide,medium,almond,medium,slight,full,medium,deep,wavy,medium,widow_peak,none,tans_gradually,medium,free,0.8669742346618964,SYNTH_002703
female,blue,brown,very_light,medium,short,square,medium,high,large,medium,medium,high,medium,wide,large,hooded,thick,slight,full,medium,deep,curly,medium,widow_peak,extensive,never_burns,large,attached,0.859745709868969,SYNTH_002704
male,green,brown,very_light,narrow,short,square,medium,medium,medium,narrow,narrow,medium,wide,normal,medium,round,medium,high,thin,medium,deep,curly,medium,rounded,some,tans_gradually,medium,free,0.8360691522345658,SYNTH_002705
female,green,brown,very_light,narrow,medium,square,medium,medium,small,narrow,wide,medium,narrow,close,large,round,thick,high,very_full,narrow,medium,wavy,medium,rounded,none,never_burns,large,free,0.8249294537720522,SYNTH_002706
female,green,brown,dark,medium,medium,oval,medium,medium,large,medium,medium,high,wide,wide,large,almond,thick,flat,very_full,narrow,medium,curly,medium,rounded,extensive,tans_gradually,large,attached,0.8726061084374903,SYNTH_002707
male,blue,brown,very_light,narrow,short,square,medium,medium,large,narrow,wide,medium,medium,close,medium,round,thick,high,very_full,wide,medium,wavy,medium,rounded,none,tans_gradually,medium,free,0.8144063887685238,SYNTH_002708
male,green,black,very_light,medium,medium,oval,medium,medium,large,narrow,medium,medium,medium,wide,medium,round,medium,high,full,narrow,deep,wavy,medium,rounded,none,never_burns,large,free,0.8496281277373353,SYNTH_002709
female,blue,brown,light,narrow,medium,oval,medium,high,large,wide,wide,medium,narrow,normal,large,round,thick,flat,thin,wide,medium,wavy,thick,widow_peak,some,tans_gradually,small,attached,0.8623156778031671,SYNTH_002710
female,blue,brown,very_light,medium,long,square,medium,medium,small,medium,wide,medium,wide,normal,large,almond,medium,slight,full,medium,medium,wavy,medium,rounded,extensive,never_burns,medium,free,0.8476954075684509,SYNTH_002711
male,brown,auburn,very_light,narrow,medium,oval,medium,high,large,medium,medium,high,medium,wide,medium,round,medium,flat,full,narrow,deep,straight,medium,rounded,some,never_burns,medium,free,0.8115563449656881,SYNTH_002712
female,green,brown,dark,medium,long,square,medium,high,large,medium,wide,flat,medium,normal,medium,round,thick,slight,very_full,wide,medium,straight,thick,widow_peak,some,tans_gradually,medium,free,0.8339916250122092,SYNTH_002713
female,green,brown,light,medium,medium,square,prominent,medium,small,wide,wide,medium,medium,close,large,round,medium,slight,full,medium,deep,wavy,medium,rounded,none,tans_gradually,medium,attached,0.8848899029535048,SYNTH_002714
male,green,brown,very_light,medium,short,square,medium,medium,medium,narrow,narrow,high,medium,normal,large,round,thin,slight,full,wide,shallow,wavy,medium,widow_peak,some,tans_gradually,small,free,0.8815657485754861,SYNTH_002715
female,green,brown,very_light,wide,long,square,receding,low,large,wide,medium,medium,narrow,normal,medium,round,medium,slight,full,wide,medium,straight,medium,rounded,some,never_burns,small,free,0.8464498072288039,SYNTH_002716
male,blue,brown,very_light,medium,long,square,medium,medium,medium,wide,wide,medium,medium,normal,large,round,thick,high,full,wide,medium,wavy,medium,widow_peak,none,tans_gradually,large,attached,0.8554592284470257,SYNTH_002717
female,green,brown,very_light,medium,medium,square,prominent,low,large,medium,medium,medium,wide,normal,small,hooded,medium,slight,full,narrow,medium,straight,fine,rounded,some,tans_gradually,medium,free,0.9171220475978272,SYNTH_002718
female,blue,brown,very_light,wide,short,square,receding,medium,medium,narrow,medium,high,wide,close,large,hooded,thick,slight,thin,wide,deep,wavy,medium,rounded,extensive,never_burns,small,attached,0.836279475075235,SYNTH_002719
