sex,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
female,blue,brown,very_light,medium,medium,square,prominent,medium,small,medium,narrow,medium,medium,wide,large,round,medium,high,full,medium,deep,curly,medium,rounded,none,never_burns,medium,attached,0.8337365251946789,SYNTH_002937
female,blue,brown,dark,wide,medium,square,medium,high,medium,wide,wide,medium,wide,wide,large,almond,medium,flat,very_full,narrow,medium,straight,medium,rounded,none,never_burns,small,attached,0.7997816897484098,SYNTH_002938
female,blue,blonde,light,wide,medium,oval,medium,medium,small,wide,medium,medium,medium,normal,medium,round,thick,slight,full,wide,medium,wavy,fine,widow_peak,some,tans_gradually,large,attached,0.8581524143030368,SYNTH_002939
male,blue,brown,very_light,wide,short,square,medium,high,medium,wide,narrow,high,medium,wide,large,round,thick,flat,very_full,wide,shallow,straight,fine,rounded,some,tans_gradually,large,free,0.855755859244088,SYNTH_002940
male,green,red,very_light,medium,medium,oval,receding,low,small,medium,wide,high,medium,wide,medium,round,thick,high,full,medium,deep,curly,fine,rounded,none,tans_gradually,large,attached,0.8354929654757094,SYNTH_002941
male,blue,brown,very_light,wide,medium,square,medium,high,small,medium,medium,flat,medium,wide,medium,round,thick,high,thin,wide,shallow,wavy,thick,rounded,some,tans_gradually,large,free,0.8352361759609387,SYNTH_002942
female,green,brown,very_light,wide,short,oval,receding,high,medium,wide,narrow,flat,wide,wide,small,almond,thick,flat,full,wide,medium,wavy,thick,rounded,some,never_burns,large,attached,0.8388385660110054,SYNTH_002943
male,blue,brown,very_light,wide,medium,square,medium,high,medium,wide,wide,medium,medium,close,large,round,thick,slight,full,medium,medium,curly,medium,widow_peak,some,never_burns,large,attached,0.8232976645770929,SYNTH_002944
male,blue,brown,light,wide,medium,oval,medium,high,small,medium,wide,high,medium,wide,small,round,medium,slight,full,medium,deep,wavy,thick,straight,extensive,tans_gradually,medium,attached,0.8849437707751525,SYNTH_002945
female,blue,brown,very_light,narrow,long,oval,prominent,medium,medium,medium,medium,high,narrow,close,medium,hooded,thick,flat,full,wide,medium,wavy,medium,widow_peak,some,tans_gradually,medium,attached,0.8650078854134075,SYNTH_002946
male,green,brown,very_light,wide,short,oval,medium,medium,medium,wide,wide,high,medium,normal,medium,almond,thick,high,very_full,wide,medium,curly,thick,rounded,some,never_burns,large,free,0.8207909097900471,SYNTH_002947
female,blue,black,light,wide,medium,oval,medium,medium,medium,medium,narrow,high,wide,normal,small,round,medium,flat,thin,wide,deep,straight,medium,rounded,some,tans_gradually,medium,attached,0.8696475135585207,SYNTH_002948
female,blue,black,very_light,wide,medium,oval,receding,medium,large,medium,medium,medium,narrow,normal,medium,almond,thick,flat,full,medium,medium,straight,fine,rounded,some,tans_gradually,medium,attached,0.8882539396590918,SYNTH_002949
male,blue,black,light,medium,short,oval,prominent,medium,small,narrow,wide,medium,narrow,wide,medium,almond,thick,flat,thin,wide,deep,wavy,medium,straight,some,tans_gradually,medium,attached,0.8761463046314519,SYNTH_002950
male,blue,brown,very_light,wide,medium,square,prominent,medium,large,medium,medium,medium,wide,normal,small,hooded,thick,high,full,medium,medium,straight,thick,rounded,none,burns_easily,large,free,0.832460892709876,SYNTH_002951
male,green,auburn,very_light,wide,long,square,prominent,high,medium,medium,narrow,high,wide,wide,medium,hooded,thick,slight,very_full,wide,deep,wavy,medium,rounded,some,tans_gradually,medium,attached,0.7928052547860264,SYNTH_002952
female,brown,brown,very_light,medium,medium,oval,prominent,high,medium,medium,medium,medium,medium,wide,medium,round,thick,flat,full,wide,medium,wavy,medium,widow_peak,none,tans_gradually,large,free,0.8791047045453554,SYNTH_002953
female,blue,brown,very_light,medium,medium,square,receding,high,large,medium,narrow,medium,medium,wide,large,almond,thick,slight,thin,medium,deep,straight,fine,rounded,extensive,tans_gradually,large,attached,0.850319551847963,SYNTH_002954
female,blue,brown,very_light,medium,medium,square,prominent,medium,large,medium,medium,medium,medium,wide,medium,round,medium,slight,very_full,wide,deep,curly,medium,widow_peak,extensive,tans_gradually,medium,free,0.8368720963630369,SYNTH_002955
male,green,brown,very_light,wide,medium,narrow,medium,medium,medium,medium,medium,high,wide,wide,medium,round,thick,flat,full,wide,shallow,straight,thick,rounded,extensive,burns_easily,medium,free,0.8498177117676686,SYNTH_002956
female,blue,brown,very_light,medium,short,square,prominent,medium,small,wide,medium,high,medium,normal,medium,round,thick,flat,very_full,wide,medium,wavy,medium,straight,extensive,never_burns,medium,free,0.8899757541443724,SYNTH_002957
female,blue,brown,very_light,wide,medium,square,medium,medium,medium,wide,medium,medium,medium,close,medium,almond,thick,flat,thin,wide,shallow,curly,medium,rounded,some,tans_gradually,large,free,0.8641600439085957,SYNTH_002958
female,blue,auburn,very_light,medium,medium,square,prominent,medium,large,medium,wide,high,wide,wide,medium,almond,thick,flat,full,wide,shallow,straight,thick,rounded,some,never_burns,large,free,0.8399010161675021,SYNTH_002959
female,green,brown,light,wide,short,square,medium,medium,small,medium,medium,medium,narrow,wide,medium,round,thick,slight,thin,wide,deep,wavy,medium,rounded,extensive,tans_gradually,large,attached,0.8498710747324083,SYNTH_002960
female,blue,brown,very_light,medium,short,oval,prominent,high,medium,wide,medium,high,wide,normal,large,almond,medium,slight,very_full,wide,shallow,wavy,medium,widow_peak,some,never_burns,large,attached,0.8678343350227982,SYNTH_002961
male,blue,brown,very_light,medium,long,oval,medium,medium,large,medium,narrow,medium,wide,wide,large,almond,medium,slight,very_full,medium,medium,curly,thick,rounded,extensive,tans_gradually,small,free,0.8197466324299804,SYNTH_002962
male,blue,brown,very_light,wide,long,square,prominent,medium,small,wide,medium,high,medium,wide,medium,hooded,thick,slight,full,wide,deep,wavy,medium,widow_peak,some,never_burns,medium,free,0.8727759435327537,SYNTH_002963
male,green,brown,very_light,medium,short,oval,medium,high,large,medium,medium,medium,narrow,normal,medium,almond,thick,slight,very_full,wide,deep,wavy,medium,rounded,some,never_burns,medium,free,0.8177392721088026,SYNTH_002964
male,blue,brown,very_light,wide,medium,oval,prominent,high,large,medium,wide,high,narrow,normal,medium,round,medium,flat,very_full,wide,deep,straight,fine,rounded,extensive,never_burns,large,attached,0.8413700704160461,SYNTH_002965
male,blue,black,very_light,wide,medium,square,medium,high,large,narrow,medium,medium,wide,wide,medium,almond,medium,flat,very_full,wide,medium,straight,thick,straight,extensive,burns_easily,medium,attached,0.8139840533899452,SYNTH_002966
male,blue,brown,very_light,wide,long,square,receding,high,large,wide,wide,medium,medium,normal,medium,almond,thick,slight,full,wide,deep,curly,fine,rounded,extensive,tans_gradually,large,attached,0.904444618613237,SYNTH_002967
female,green,brown,very_light,narrow,medium,oval,medium,medium,large,medium,wide,high,wide,normal,medium,round,thick,slight,full,wide,deep,straight,medium,rounded,some,tans_gradually,medium,free,0.8527489985397049,SYNTH_002968
female,blue,brown,very_light,wide,short,square,medium,medium,medium,medium,medium,high,wide,normal,large,round,thick,slight,very_full,narrow,deep,wavy,medium,rounded,some,tans_gradually,small,attached,0.8960667747552994,SYNTH_002969
female,blue,black,very_light,narrow,medium,oval,receding,medium,large,medium,medium,medium,narrow,normal,small,round,thick,slight,full,wide,medium,curly,fine,rounded,extensive,never_burns,large,free,0.8130564096051586,SYNTH_002970
female,blue,blonde,very_light,wide,medium,oval,prominent,high,small,medium,wide,high,narrow,close,large,hooded,thick,slight,full,wide,deep,wavy,fine,straight,none,tans_gradually,large,free,0.8801873250351003,SYNTH_002971
male,blue,brown,very_light,wide,short,square,medium,medium,large,wide,medium,high,narrow,wide,small,almond,thick,high,full,wide,medium,straight,thick,widow_peak,extensive,burns_easily,large,attached,0.870526956506249,SYNTH_002972
female,green,black,very_light,wide,medium,square,medium,low,medium,medium,wide,flat,wide,wide,medium,hooded,thick,flat,thin,wide,medium,wavy,medium,widow_peak,extensive,tans_gradually,small,attached,0.8345294686413879,SYNTH_002973
female,green,black,very_light,medium,long,square,medium,low,medium,wide,medium,flat,wide,normal,small,round,thick,slight,full,wide,deep,wavy,thick,widow_peak,some,burns_easily,large,attached,0.8824772068393417,SYNTH_002974
male,green,brown,very_light,wide,medium,oval,medium,low,medium,medium,wide,flat,medium,wide,medium,round,medium,high,full,wide,medium,curly,medium,widow_peak,extensive,burns_easily,large,free,0.8469017567748001,SYNTH_002975
female,blue,auburn,very_light,medium,medium,oval,receding,high,large,wide,medium,high,medium,wide,large,round,thick,high,full,medium,medium,wavy,fine,straight,some,tans_gradually,large,free,0.8437797606477504,SYNTH_002976
male,blue,brown,light,wide,long,oval,prominent,medium,medium,medium,narrow,medium,medium,normal,medium,almond,medium,high,very_full,medium,deep,wavy,fine,widow_peak,some,tans_gradually,large,attached,0.8647620789306972,SYNTH_002977
male,blue,brown,very_light,medium,long,square,medium,medium,medium,narrow,medium,high,narrow,wide,small,almond,thick,slight,very_full,wide,medium,straight,thick,widow_peak,extensive,never_burns,medium,free,0.826075393442582,SYNTH_002978
female,blue,brown,very_light,medium,medium,square,receding,medium,medium,medium,medium,medium,wide,wide,small,round,thick,flat,thin,wide,deep,straight,thick,straight,some,burns_easily,large,attached,0.8539319200048894,SYNTH_002979
female,blue,brown,light,wide,medium,square,prominent,medium,large,wide,medium,flat,wide,wide,large,round,medium,high,full,wide,medium,wavy,thick,rounded,some,never_burns,small,attached,0.8179594526568519,SYNTH_002980
female,blue,brown,very_light,wide,long,oval,receding,medium,small,medium,wide,medium,medium,wide,medium,round,thick,flat,full,wide,deep,wavy,thick,rounded,extensive,never_burns,large,free,0.8321811144194973,SYNTH_002981
female,green,auburn,very_light,wide,medium,narrow,prominent,high,large,medium,wide,flat,wide,normal,medium,round,thin,flat,very_full,wide,medium,wavy,thick,rounded,some,tans_gradually,large,attached,0.8279067447747345,SYNTH_002982
male,green,brown,light,medium,short,oval,receding,low,large,medium,wide,high,medium,wide,medium,almond,thick,flat,full,wide,medium,wavy,medium,straight,some,tans_gradually,medium,attached,0.864585283240528,SYNTH_002983
female,blue,brown,very_light,narrow,medium,square,medium,medium,medium,narrow,medium,flat,narrow,wide,small,round,thick,slight,full,wide,shallow,straight,fine,rounded,some,tans_gradually,medium,attached,0.84736055404119,SYNTH_002984
male,blue,brown,very_light,narrow,medium,square,receding,medium,medium,wide,narrow,flat,wide,normal,large,round,thick,flat,full,wide,medium,straight,medium,straight,extensive,tans_gradually,large,attached,0.8682102481929919,SYNTH_002985
female,blue,black,very_light,wide,long,oval,medium,high,medium,medium,wide,medium,wide,wide,medium,round,thick,flat,full,wide,medium,wavy,medium,rounded,some,burns_easily,large,attached,0.853029488281553,SYNTH_002986
male,blue,brown,very_light,wide,short,oval,medium,medium,large,medium,medium,medium,medium,wide,medium,round,thick,slight,thin,wide,medium,wavy,medium,straight,some,tans_gradually,large,attached,0.8736228067917949,SYNTH_002987
female,blue,black,very_light,wide,medium,square,receding,medium,small,medium,wide,high,wide,normal,medium,almond,thin,high,full,wide,shallow,wavy,thick,rounded,some,burns_easily,medium,attached,0.8753687839476082,SYNTH_002988
female,blue,brown,light,wide,long,oval,receding,low,small,medium,medium,flat,medium,normal,large,almond,thick,slight,very_full,wide,medium,wavy,medium,straight,none,never_burns,large,attached,0.8348533056162787,SYNTH_002989
male,green,blonde,very_light,wide,long,square,medium,medium,large,medium,narrow,medium,medium,close,medium,almond,thick,high,full,wide,deep,straight,thick,widow_peak,some,never_burns,large,free,0.8346169463881778,SYNTH_002990
female,blue,brown,very_light,medium,long,square,receding,medium,large,medium,medium,flat,medium,normal,small,almond,thick,slight,very_full,wide,deep,straight,thick,widow_peak,some,never_burns,medium,attached,0.8054847873410675,SYNTH_002991
female,blue,black,very_light,wide,medium,square,receding,medium,medium,wide,medium,high,wide,wide,large,almond,thick,slight,thin,wide,medium,curly,thick,rounded,extensive,tans_gradually,medium,free,0.8521261535621205,SYNTH_002992
male,blue,brown,very_light,wide,medium,square,medium,high,large,wide,medium,flat,wide,wide,large,almond,thick,slight,thin,medium,medium,wavy,medium,rounded,none,never_burns,large,free,0.8501240983430065,SYNTH_002993
male,green,brown,very_light,medium,medium,square,prominent,low,large,medium,medium,medium,wide,normal,medium,round,thick,slight,very_full,medium,medium,straight,fine,rounded,extensive,burns_easily,medium,free,0.8722992669436648,SYNTH_002994
female,blue,brown,very_light,narrow,short,square,medium,low,medium,medium,medium,high,medium,normal,medium,round,medium,flat,thin,wide,medium,wavy,thick,rounded,extensive,never_burns,large,free,0.8168935786401582,SYNTH_002995
female,green,brown,light,wide,short,oval,prominent,medium,large,narrow,medium,medium,medium,wide,medium,round,thick,flat,very_full,wide,shallow,straight,thick,widow_peak,some,tans_gradually,medium,attached,0.8726684527929444,SYNTH_002996
male,green,brown,very_light,medium,medium,oval,prominent,low,medium,narrow,medium,medium,wide,close,small,round,thick,flat,full,wide,deep,wavy,thick,widow_peak,some,tans_gradually,large,attached,0.8639112719046159,SYNTH_002997
female,blue,brown,very_light,medium,medium,narrow,receding,medium,large,medium,narrow,medium,narrow,normal,large,almond,thick,slight,full,wide,medium,wavy,medium,widow_peak,none,tans_gradually,medium,free,0.8449088478115965,SYNTH_002998
female,blue,brown,light,wide,long,oval,prominent,high,large,wide,medium,flat,medium,normal,medium,round,thick,slight,very_full,medium,deep,wavy,medium,widow_peak,none,burns_easily,medium,attached,0.8264864447904016,SYNTH_002999
male,blue,blonde,very_light,wide,medium,square,prominent,medium,medium,medium,wide,high,wide,wide,medium,round,medium,flat,thin,wide,medium,wavy,thick,rounded,none,never_burns,large,free,0.8761029573984093,SYNTH_003000
female,blue,brown,very_light,wide,medium,narrow,receding,medium,medium,narrow,medium,medium,narrow,normal,large,round,thick,slight,very_full,wide,medium,wavy,medium,rounded,some,burns_easily,medium,free,0.8474383245799492,SYNTH_003001
male,blue,brown,very_light,wide,long,square,medium,low,medium,medium,narrow,high,medium,wide,medium,almond,thick,high,full,wide,shallow,wavy,fine,straight,some,burns_easily,large,attached,0.8185942589122671,SYNTH_003002
female,blue,black,very_light,narrow,short,narrow,prominent,high,medium,medium,wide,medium,narrow,wide,large,almond,thick,slight,thin,medium,deep,straight,medium,widow_peak,none,tans_gradually,large,attached,0.8505557715221218,SYNTH_003003
